48079|18|39
11223|389|676
14618|422|640
44121|113|235
34613|225|168
63638|4|23
93940|543|594
69101|189|214
20016|334|717
49424|211|309
42602|19|37
45177|114|218
66442|152|149
79414|91|135
80265|4|1
55421|80|104
44035|275|436
24986|20|15
23061|72|98
50158|115|184
93534|622|865
76244|74|192
81008|186|206
33542|139|135
46250|224|425
45229|779|1928
94115|1208|1678
64057|148|202
32465|4|12
55912|113|118
93654|63|65
93010|251|298
79119|75|53
40504|425|541
62226|239|281
43611|25|40
28532|28|43
17327|10|5
33624|70|117
23454|357|468
34690|24|16
47274|100|135
45247|129|147
22033|314|477
77040|75|127
41339|46|62
98221|105|158
62959|265|340
98166|240|421
93611|184|206
38930|97|192
92211|118|138
55072|15|33
95815|144|265
42001|196|444
66743|21|23
80033|460|998
68901|170|272
95661|870|1051
49002|123|230
55726|1|3
78239|35|72
77701|150|183
98292|61|110
83544|35|32
95628|153|168
90277|214|406
20008|142|287
89509|367|548
98335|188|299
78240|388|513
75013|214|309
80111|462|1005
19056|41|51
85730|47|92
67530|84|138
10956|251|516
32216|655|957
46970|57|79
94086|101|270
07503|272|319
60137|159|280
37122|118|202
46307|209|303
40219|97|136
12701|132|245
89703|180|174
85381|273|285
56425|81|87
32401|224|467
85324|4|6
02904|289|510
44654|39|36
08618|112|226
19046|314|370
23452|238|589
22980|81|89
19063|347|504
43055|280|521
06851|267|359
06032|251|387
85251|487|542
46037|123|196
24134|20|17
33618|204|312
77379|235|381
48051|37|113
32605|380|427
32806|1041|1181
64086|184|294
97233|177|340
97035|213|384
72160|32|52
32250|224|413
87402|67|56
19078|84|54
82414|149|223
04426|43|80
50266|398|471
54983|6|10
76016|60|79
43619|11|11
90703|248|458
95953|10|8
15650|200|188
33558|58|91
45822|50|131
45420|102|164
72034|237|572
75254|74|115
33704|90|135
80220|532|1016
08234|171|226
44004|149|327
12020|62|240
38257|9|10
11372|328|552
33607|559|720
15009|210|241
90716|39|92
44646|198|219
95066|41|92
01810|130|402
48201|1678|2206
99223|117|185
43068|132|284
92562|310|439
77539|56|86
29407|337|476
64111|527|710
19026|176|197
10016|2923|3959
33437|208|227
55126|96|171
49006|96|147
28721|100|114
27215|299|387
23505|166|204
33635|30|77
28054|485|732
76179|44|67
74133|385|462
34233|246|252
41001|20|28
76092|197|310
90006|241|138
45014|271|415
93555|104|163
32541|93|114
92660|567|678
85031|80|104
92270|530|322
96813|1057|976
11758|333|532
83709|146|158
98036|369|625
48188|102|212
12477|40|141
65212|577|356
36280|7|3
30066|99|245
97202|460|1127
08033|99|126
49007|406|541
20910|438|831
85018|307|324
90048|1345|1101
83704|555|641
97222|359|971
97068|123|187
45209|104|117
86001|434|588
33441|184|1332
62526|277|327
30642|59|51
77035|69|103
30033|654|1103
27217|45|132
97601|276|423
35206|16|21
20155|86|224
96097|104|164
22207|45|105
85012|449|750
18407|55|82
46703|50|60
83522|18|13
61701|274|415
31820|16|32
23805|91|124
84102|432|567
78410|63|61
34145|52|32
49307|128|165
78717|46|71
85204|188|221
60634|211|295
95377|56|80
49938|43|37
74030|15|10
47150|247|394
97216|256|263
98520|161|186
81321|92|103
75209|41|50
06109|109|168
97365|116|229
04530|48|96
89506|42|68
90706|518|663
12550|336|596
60617|174|260
37804|197|249
63640|198|358
27823|4|4
34994|392|474
32137|129|222
21236|202|311
19096|405|446
80207|34|138
73644|79|101
20151|85|292
65251|95|118
22939|199|212
23233|106|184
47978|33|51
33009|190|204
19006|163|213
75074|119|264
19114|395|394
97845|20|38
48328|140|218
26003|420|503
56303|648|892
67226|216|385
37643|98|119
84132|1036|942
48009|179|270
48624|35|61
17601|548|763
62702|576|631
32514|268|307
03842|41|93
83702|512|723
63123|76|169
40965|49|64
72801|224|402
91711|134|247
59701|196|354
83301|529|433
30045|192|343
57401|243|304
19904|307|498
49091|60|51
78746|366|723
54311|309|357
59601|319|440
76112|83|103
33525|50|85
98203|220|664
75455|90|84
75766|76|38
45224|35|137
30904|319|430
47905|234|360
68178|29|26
08873|305|398
60181|128|272
76384|40|35
76903|223|228
89501|37|53
25701|549|547
56258|98|169
05403|216|346
33133|393|325
75246|788|662
34689|105|126
72143|310|511
24401|155|204
48108|293|681
19958|277|981
32210|148|221
34239|629|569
75082|119|203
33316|335|485
66083|12|11
93561|83|118
25309|185|216
60646|168|204
07424|122|136
85375|212|137
34769|86|146
44514|120|117
75075|355|345
28079|55|126
95219|110|151
55441|116|160
04578|12|26
81505|141|106
11367|207|567
49221|173|332
99011|73|39
23451|103|172
75087|115|170
54401|408|446
01040|309|772
54915|203|274
62901|285|369
78572|197|233
05478|106|237
77640|62|56
66006|15|18
78221|79|85
10019|1221|1531
33756|454|434
10598|154|331
47803|44|49
08223|21|28
06051|115|171
01950|157|239
29010|16|46
28472|113|156
27599|1035|1104
94105|70|117
19382|139|349
78666|212|319
78209|192|307
46280|81|98
13215|97|188
28352|108|152
72315|63|196
57078|150|210
00725|457|618
92630|169|260
50310|161|264
62711|76|114
07430|55|77
70471|124|174
47374|330|490
78216|464|486
19103|259|399
53221|152|241
34224|39|67
62249|44|79
38672|32|64
30602|47|81
46224|64|75
00920|82|129
75143|9|6
04005|175|262
34212|32|46
46356|18|29
60062|299|598
76901|83|66
02186|91|157
77478|376|498
33140|508|421
98431|1152|1046
30135|108|178
02886|464|718
36695|92|137
76054|117|126
15146|404|543
13021|218|473
24201|38|88
45801|219|290
81611|83|117
74401|297|398
39211|104|205
10522|75|167
46755|43|34
60950|15|28
33603|159|138
19010|396|640
29414|245|605
30117|257|297
19102|924|1029
62254|7|18
45246|120|182
33143|737|695
29429|1|3
75150|196|229
49068|90|116
62225|95|68
07646|38|64
67208|207|350
37330|6|11
33305|89|130
46360|164|187
47546|131|149
37388|181|322
01610|117|379
71103|919|708
46517|58|106
28562|305|332
73632|12|1
76904|188|207
60422|90|188
78730|27|40
57049|118|84
98104|1428|1977
33125|399|591
95062|272|476
91405|396|550
08210|145|139
06279|1|2
94583|261|464
29306|58|92
75460|161|133
66606|494|991
95125|133|251
33176|771|963
21114|76|140
44870|285|467
63109|119|116
80634|300|371
92543|284|225
79720|149|131
07041|152|179
77339|286|351
02467|192|320
18301|257|244
55767|22|29
21122|125|187
12804|171|237
43016|132|255
65254|5|2
22180|129|250
38122|42|31
49224|20|27
98103|353|954
75070|167|320
11725|245|636
08837|153|208
08755|418|331
89431|243|429
29401|274|538
19802|46|97
76014|114|85
72675|1|1
39451|13|12
68028|11|52
01852|229|945
75247|139|313
32750|125|236
84321|157|125
14611|57|241
32503|303|396
45432|91|155
18840|361|281
20695|20|87
85015|242|191
01002|128|271
77581|103|199
24557|12|24
72205|2084|2348
92647|273|334
43214|781|953
75840|15|12
60195|89|105
06067|92|184
00961|320|309
02840|116|136
79925|275|372
77066|13|38
86403|162|184
08221|98|100
86409|174|168
94062|181|262
80210|383|646
24273|122|64
76230|21|16
59523|6|10
70072|289|415
20852|483|738
54409|54|89
78704|326|587
39648|179|351
41042|248|468
27613|98|191
23116|243|496
27292|131|215
86442|178|120
37398|65|87
76234|87|77
79430|382|314
85614|77|91
49503|1269|1908
42701|368|665
46375|91|101
63703|362|416
11364|135|254
30531|22|16
44256|240|492
48393|21|58
47712|78|183
80528|177|223
90210|493|399
06074|78|170
33781|153|269
33414|298|396
73069|257|466
22664|51|63
78539|481|524
44883|106|193
47129|56|98
46260|880|1013
59106|19|40
57732|19|14
85032|410|677
77095|106|172
83440|199|104
67005|36|33
46947|124|200
92324|676|890
89052|436|522
61832|276|430
59405|376|372
23666|315|480
78526|106|105
11435|151|376
53201|18|20
91360|380|426
95472|126|218
11234|485|1092
00610|51|51
91730|370|657
55426|322|692
91105|761|1248
91030|225|491
31419|106|184
98331|25|32
95966|146|109
95616|325|534
11757|147|294
68516|183|323
95838|59|176
95603|292|481
44118|220|642
75061|195|189
60087|26|32
19709|87|145
22151|66|92
33418|122|154
45211|117|213
07105|116|110
20190|319|525
45208|66|104
76306|7|15
07940|70|123
97030|330|596
55720|67|109
37087|189|252
76308|131|113
08840|106|164
90025|583|813
75156|21|21
22101|177|328
94117|427|575
80828|18|26
51360|48|41
83404|569|398
21701|214|428
93280|45|83
22152|80|224
63108|238|473
08628|68|99
82001|450|717
49719|5|2
94602|485|1004
86301|295|224
13815|100|228
92637|74|53
99201|303|607
60631|347|365
75644|28|13
98261|3|24
10567|139|183
90720|303|327
24333|93|91
07834|252|225
33064|203|426
87193|3|0
00909|174|177
74820|279|404
60626|78|169
63368|160|267
79907|59|49
60657|939|1358
99212|63|85
03561|93|116
43613|59|124
37762|19|17
93924|16|19
12801|300|435
28117|227|360
85631|6|11
57548|5|16
24551|62|51
80821|5|6
37813|75|87
02633|14|13
60435|465|652
52632|48|45
87532|145|307
79936|299|283
34231|172|203
44130|445|552
43040|121|255
92807|532|640
75043|74|158
26241|125|158
21037|42|133
10954|166|411
47043|14|9
27106|199|352
49010|71|106
27012|83|94
02895|217|479
17067|16|12
19702|152|244
30062|187|327
62521|108|157
94110|975|2032
63501|153|218
35124|99|285
55033|84|119
77204|41|101
10604|173|328
92019|67|126
28303|105|251
10031|157|306
24740|161|175
45449|25|104
73160|138|269
07666|399|542
19718|377|474
55746|107|143
65712|60|71
77096|113|133
86326|184|208
60014|253|443
34474|254|264
30046|374|762
10577|53|97
36545|18|13
30224|137|183
01702|377|859
15228|97|158
95045|5|5
89406|83|138
02601|388|761
12919|9|21
15207|17|12
62052|45|45
11550|182|477
16365|137|128
33605|38|111
85033|92|196
21601|238|399
00923|108|66
95112|361|890
15227|63|99
55974|4|2
61107|372|379
65340|72|80
35213|242|192
75069|137|232
43614|606|565
20877|167|413
73120|535|650
99301|234|307
15213|2312|2708
30143|83|87
52742|16|29
11557|155|146
29693|16|37
84511|33|46
63042|71|131
30326|41|70
63017|576|694
75248|119|179
65775|225|327
77002|222|188
12883|17|37
65301|131|162
54937|25|62
99362|360|423
85282|382|693
92311|97|128
14219|26|43
95969|249|359
11790|170|253
06010|226|305
42754|68|85
15722|10|9
60202|250|384
04210|163|249
35243|171|260
85035|32|59
61602|100|115
79924|62|86
76450|34|33
33434|148|134
